year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1979;2;17.0;;;Air Rhodesia;Kariba - Salisbury;Vickers Viscount 748D;59.0;54.0;5.0;59.0;54.0;5.0;0.0
1979;2;13.0;West Virginia;United States;Allegheny Airlines;Clarksburg - Washington DC;Nord 262;25.0;22.0;3.0;2.0;1.0;1.0;0.0
1979;2;1.0;;New Zealand;Air New Zealand;Gisborne - Auckland -Training;Fokker F-27 Friendship 500;4.0;2.0;2.0;2.0;1.0;1.0;0.0
1979;2;;;Ethiopia;Ethiopian Airlines;;Douglas DC-3;5.0;2.0;3.0;5.0;2.0;3.0;0.0
1979;3;15.0;Mississippi;United States;Universal Airways;Houston - Gulfport - New Orleans;Beech BE-70;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1979;3;17.0;California;United States;Swift Aire Lines Inc.;New York - Santa Monica;Aerospatiale Nord 262A-33;7.0;4.0;3.0;3.0;1.0;2.0;0.0
1979;3;8.0;;China;CAAC;;Hawker Siddeley Trident 2E;12.0;0.0;12.0;12.0;0.0;12.0;32.0
1979;3;23.0;;Qatar;Alia Royal Jordanian Airlines;Amman - Doha;Boeing B-727-2D3;64.0;49.0;15.0;45.0;41.0;4.0;0.0
1979;3;19.0;;Russia;Aeroflot;Moscow - Odessa;Tupolev TU-104B;119.0;113.0;6.0;58.0;57.0;1.0;0.0
1979;3;;;Angola;Interflug;Luanda-Berlin;Ilyushin IL-18D;10.0;6.0;4.0;10.0;6.0;4.0;0.0
1979;3;;;Canada;Quebecair;Quebec - Montreal;Fairchild F-27;24.0;21.0;3.0;17.0;14.0;3.0;0.0
1979;4;;California;United States;Catalina Airlines;San Pedro, CA - Catalina, CA;Grumman G-21 Goose;11.0;10.0;1.0;1.0;1.0;0.0;0.0
1979;4;18.0;New Jersey;United States;New York Airways;Newark, NJ - Flushing, NY;Sikorsky S61-L;18.0;15.0;3.0;3.0;3.0;0.0;0.0
1979;4;;;Ecuador;SAETA;Quito - Cuenca;Vickers Viscount 785D;57.0;52.0;5.0;57.0;52.0;5.0;0.0
1979;5;20.0;Alaska;United States;Sea Airmotive;Bullen Point - Deadhorse;de Havilland Canada DHC-4A Caribou;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1979;5;15.0;Illinois;United States;American Airlines;Chicago, IL- Los Angeles, CA;McDonnell Douglas DC-10-10;271.0;258.0;13.0;271.0;258.0;13.0;2.0
1979;5;;;Senegal;Military - Mauritanian Air Force;Bouceif - Dakar;de Havilland Canada DHC-5D Buffalo;12.0;7.0;5.0;12.0;7.0;5.0;0.0
1979;5;20.0;Maine;United States;Downeast Airlines;Boston - Rockland;de Havilland DHC-6-200;18.0;16.0;2.0;17.0;15.0;2.0;0.0
1979;6;11.0;;India;Military - Indian Air Force;;Hindustan Aeronautics 748-2M;27.0;0.0;27.0;27.0;0.0;27.0;0.0
1979;6;22.0;Massachusetts;United States;Air New England;New York, NY - Hyannis, MA;de Havilland Canada DHC-6 Twin Otter 300;10.0;8.0;2.0;1.0;0.0;1.0;0.0
1979;7;19.0;;Indonesia;Garuda Indonesia Airlines;Talang Betutu - Medan;Fokker F-28 Fellowship 1000;61.0;57.0;4.0;61.0;57.0;4.0;0.0
1979;7;10.0;;Fiji;Fiji Air Services;Suva-Nausori - Bua-Dama;Britten Norman BN-2A Trislander;9.0;8.0;1.0;9.0;8.0;1.0;0.0
1979;7;9.0;Alaska;United States;Soldotna Air Services;Anchorage, AK - Kenai, AK;Cessna 402B;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1979;7;;;Lebanon;Trans Mediterranean Airways;Training;Boeing 707-327C;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1979;7;9.0;;;Prinair;St. Croix - St. Kitts;de Havilland DH-114 Heron;21.0;19.0;2.0;8.0;7.0;1.0;0.0
1979;7;16.0;;;Dan Air Services;;Hawker Siddeley HS-748-1;47.0;44.0;3.0;17.0;15.0;2.0;0.0
1979;8;;Ohio;United States;Private;;Cessna  501 Citation;3.0;2.0;1.0;1.0;0.0;1.0;0.0
1979;8;;;;Aeroflot;Smolensk -	Leningrad (;LET 410M turbojet;14.0;12.0;2.0;14.0;12.0;2.0;0.0
1979;8;;;India;Indian Airlines;Pune-Bombay;Hindustan Aeronautics 748 2-224;45.0;40.0;5.0;45.0;40.0;5.0;0.0
1979;8;13.0;;Russia;Aeroflot / Aeroflot;Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev;Tupolev TU-134A / Tupolev Tu-134A;178.0;155.0;13.0;178.0;155.0;13.0;0.0
1979;8;;;;Aeroflot;Norisk - Krasnoyarsk;Antonov AN-12;16.0;10.0;6.0;11.0;5.0;6.0;0.0
1979;8;0.0;;Russia;Aeroflot;Kiev - Kazan;Tupolev TU-124;63.0;58.0;5.0;63.0;58.0;5.0;0.0
1979;9;1.0;;Russia;Aeroflot;Arkhangelsk - 	Amderma;Antonov AN-24;44.0;37.0;7.0;40.0;35.0;5.0;0.0
1979;9;;;Taiwan;China Airlines (Taiwan);Training;Boeing 707-324C;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1979;9;20.0;Oregon;United States;Butler Aviation Inc.;Redmond - Klamath Falls - Medford;Douglas DC-7;12.0;10.0;2.0;12.0;10.0;2.0;0.0
1979;9;0.0;;Italy;Aero Transporti Italiani;Alghero - Cagliari;McDonnell Douglas DC-9-32;31.0;27.0;4.0;31.0;27.0;4.0;0.0
1979;9;;;Canada;Pacific Coastal Airlines;:  Comox-Port Hardy;Britten Norman BN-7A lslander;9.0;8.0;1.0;4.0;8.0;1.0;0.0
1979;9;;California;United States;Military - U.S. Air Force;Training;Boeing KC-135A;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1979;9;13.0;;;West Coast Air;Vancouver - Sechelt;de Havilland Canada DHC-6 Twin Otter 200;16.0;14.0;2.0;2.0;1.0;1.0;0.0
1979;10;22.0;;Greece;Swissair;Zurich - Geneva - Athens - Bombay - Beijing;McDonnell Douglas DC-8-62;156.0;145.0;11.0;14.0;14.0;0.0;0.0
1979;10;10.0;Kentucky;United States;Comair;Covington, KY - Nashville, TN;Piper PA-31;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1979;10;7.0;;Russia;Aeroflot;Lensk -	Peleduy;Antonov An-2TP;12.0;10.0;2.0;3.0;2.0;1.0;0.0
1979;10;5.0;;Mexico;Western Airlines;Los Angeles  - Mexico City;McDonnell Douglas DC-10-10;88.0;77.0;11.0;72.0;63.0;9.0;1.0
1979;11;12.0;Illinois;United States;American Airlines;Chicago - Washington D.C.;Boeing B-727;78.0;72.0;6.0;0.0;0.0;0.0;0.0
1979;11;18.0;;Russia;Aeroflot;Positioning;Yakovlev YAK-40;5.0;0.0;5.0;3.0;0.0;3.0;0.0
1979;11;4.0;Utah;United States;Transamerica Airlines;Ogden, UT - Las Vegas, NV;Lockheed L-188CF Electra;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1979;11;2.0;;Saudi Arabia;Pakistan International Airlines;Jeddah - Karachi;Boeing B-707-340C;156.0;145.0;11.0;156.0;145.0;11.0;0.0
1979;11;12.0;;Antarctica;Air New Zealand;Auckland - Christchurch;McDonnell Douglas DC-10-30;257.0;237.0;20.0;257.0;237.0;20.0;0.0
1979;11;;;Colombia;Aerolineas La Gaviola;;Grumman G-21 Goose;9.0;7.0;2.0;9.0;7.0;2.0;0.0
1979;12;;;Russia;Aeroflot;;Antonov AN-26;7.0;2.0;5.0;7.0;2.0;5.0;0.0
1979;12;;;Bolivia;CAMBA;;Martin 404;11.0;;;10.0;;;0.0
1979;12;;;Colombia;SATENA;Arauca - Bogota;Douglas DC-4 (C-54);21.0;16.0;5.0;21.0;16.0;5.0;0.0
1979;12;14.0;;Peru;Fuerza Aérea del Peru;Pucallpa - Puerto Esperanza;de Havilland Canada DHC-5 Buffalo;29.0;24.0;5.0;29.0;24.0;5.0;0.0
1979;12;;;Turkey;Turkish Airlines (THY);Ankara - Samsun;Fokker F-28 Fellowship 1000;45.0;41.0;4.0;41.0;38.0;3.0;0.0
1979;12;;;Papua New Guinea;Douglas Airways;Port Morsbey - Maanari;GAF Nomad 22B;16.0;14.0;2.0;16.0;14.0;2.0;0.0
1980;1;;;Haiti;Haïti Air Inter;Port au Prince - Cape Haitien;Britten Norman BN Islander;9.0;8.0;1.0;9.0;8.0;1.0;0.0
1980;1;1.0;;;Private charter;Shreveport - Baton Rouge;Cessna 441 Conquest;2.0;1.0;1.0;2.0;1.0;1.0;0.0
1980;1;14.0;Alaska;United States;Ambler Air Service;Ambler, AK - Kobuk, AK;Cessna 185A;9.0;8.0;1.0;7.0;6.0;1.0;0.0
1980;1;19.0;;Iran;Iran Air;Babol Sar - Tehran;Boeing B-727-86;128.0;120.0;8.0;128.0;120.0;8.0;0.0
1980;1;;;Indonesia;Pelita Air Service;Bandung - Jakarta;CASA 212 Aviocar 100;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1980;1;6.0;;Burma;Military - Union of Burma Air Force;Mandalay - Rangoon;Fairchild FH-227H;44.0;;;43.0;;;0.0
1980;2;;;Cuba;Cubana de Aviacon;Moa - Baracoa;Yakovlev YAK-40;37.0;33.0;4.0;1.0;1.0;0.0;0.0
1980;2;8.0;Louisiana;United States;Rotor Airs Inc - Air Taxi;Leeville, LA - Grand Isle, LA;Sikorsky S-62A;7.0;6.0;1.0;6.0;6.0;0.0;0.0
1980;2;19.0;;Australia;Advance Airlines;Sydney - Tomora;Beechcraft Super King Air 200;13.0;12.0;1.0;13.0;12.0;1.0;0.0
1980;2;;;India;Military - Indian Air Force;;Fairchild C-119G;47.0;;;46.0;;;1.0
1980;2;6.0;;Philippines;China Airlines (Taiwan);Taipei - Manila;Boeing B-707-309C;135.0;124.0;11.0;2.0;2.0;0.0;0.0
1980;3;11.0;;Poland;LOT Polish Airlines;New York City - Warsaw;Ilyushin IL-62;87.0;77.0;10.0;87.0;77.0;10.0;0.0
1980;3;15.0;;Turkey;Military - U.S. Air Force;Training;Lockheed C-130H;18.0;12.0;6.0;18.0;12.0;6.0;0.0
1980;3;19.0;Texas;United States;Eagle Commuter;Houston - Brownwood;Piper PA-28-180;10.0;8.0;2.0;7.0;5.0;2.0;0.0
1980;3;;;Brazil;VOTEC;;Sikorsky S-76;14.0;;;14.0;;;0.0
1980;4;20.0;;Brazil;Transbrasil;Sao Paulo - Florianopolis;Boeing B-727-27C;58.0;50.0;8.0;55.0;47.0;8.0;0.0
1980;4;20.0;;Russia;Aeroflot;Krasnoyarsk - Yeniseisk;Antonov An-24B;53.0;49.0;4.0;2.0;2.0;0.0;0.0
1980;4;;;Iran;Military - U.S. Air Force;;Lockheed EC-130E Hercules;7.0;0.0;7.0;5.0;0.0;5.0;0.0
1980;4;13.0;;;Dan Air Services;Manchester - Tenerife;Boeing B-727-64;146.0;138.0;8.0;146.0;138.0;8.0;0.0
1980;4;6.0;;Thailand;Thai Airways;Khon Kaen - Bangkok;Hawker Siddeley HS-748-2;53.0;49.0;4.0;44.0;40.0;4.0;0.0
1980;6;;;Bolivia;Lloyd Aereo Boliviano;Cochabamba-Yacuiba;Fairchild F-27J;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1980;6;15.0;;Angola;Lineas Aereas de Angola;Jamba-Lubango;Yakovlev YAK-40;29.0;25.0;4.0;29.0;25.0;4.0;0.0
1980;6;13.0;;Russia;Aeroflot;Leningrad - Dushanbe;Yakovlev YAK-40;29.0;25.0;4.0;29.0;25.0;4.0;0.0
1980;6;15.0;Nebraska;United States;Air Wisconsin;Appleton, WI - Minneapolis, MN, - Lincoln, NE;Swearingen 226TC Metro II;15.0;13.0;2.0;13.0;11.0;2.0;0.0
1980;6;20.0;;Italy;Itavia;Bologna - Palermo;McDonnell Douglas DC-9-15;81.0;77.0;4.0;81.0;77.0;4.0;0.0
1980;7;0.0;;Kazakhstan;Aeroflot;Alma Ata - Simferopol;Tupolev TU-154B;166.0;156.0;10.0;166.0;156.0;10.0;0.0
1980;8;;;Mexico;Aeronaves del Peru;Lima, Peu - Mexico City, Mexico;Douglas DC-8-43F;7.0;0.0;7.0;3.0;0.0;3.0;0.0
1980;8;17.0;Louisiana;United States;Air Logistics;Oil Platform SS-224 - Houma LA;Bell 205A-1 helicopter;13.0;12.0;1.0;13.0;12.0;1.0;0.0
1980;8;3.0;;;Tarom;Bucurest  - Nouadhibou;Tupolev TU-154B-1;168.0;152.0;16.0;1.0;1.0;0.0;0.0
1980;8;19.0;;Saudi Arabia;Saudi Arabian Airlines;Riyadh - Jeddah;Lockheed 1011-200 TriStar;301.0;287.0;14.0;301.0;287.0;14.0;0.0
1980;8;6.0;;Indonesia;Bouraq Indonesia Airlines;Banjarmasin-Sjamsudin Noor  -  Jakarta;Vickers Viscount 812;37.0;31.0;6.0;37.0;31.0;6.0;0.0
1980;9;;;France;Military - Kuwait Air Force;;Lockheed L-100-20 Hercules;8.0;0.0;8.0;8.0;0.0;8.0;0.0
1980;9;;;Colombia;Aeronorte Colombia;Barranquilla - Bogota;Douglas C-47;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1980;9;20.0;;Bahamas;Florida Commuter Airlines;West Palm Beach - Freeport Grand Bahama Islands;Douglas DC-3;34.0;30.0;4.0;34.0;30.0;4.0;0.0
1980;9;;;Zaire;Military - Force Aérienne Zaïroise;Kindu-Kinshasa;Lockheed Hercules C-130;36.0;31.0;5.0;36.0;31.0;5.0;0.0
1980;9;0.0;;Saudi Arabia;Military - Royal Saudi Air Force;;Lockheed C-130E;89.0;81.0;8.0;89.0;81.0;8.0;0.0
1980;9;;;Zaire;Military - Zairean Air Force;;de Havilland DHC-5 Buffalo;36.0;34.0;2.0;36.0;34.0;2.0;0.0
1980;9;;;Afghanistan;Military - Soviet Air Force;;Antonov AN-12V;45.0;;;45.0;;;0.0
1980;11;23.0;;Egypt;Military - U.S. Air Force;Ramstein AB - Cairo;Lockheed C-141A;13.0;7.0;6.0;13.0;7.0;6.0;0.0
1980;11;7.0;;;Korean Airlines;Los Angeles-Anchorage-Séoul;Boeing B-747-2B5B;226.0;212.0;14.0;15.0;9.0;6.0;0.0
1980;11;;;Colombia;F.R. de la Direccion General de Ados;Bogota-Medellin;Douglas C-47A-35-DL;20.0;3.0;17.0;20.0;3.0;17.0;0.0
1980;11;21.0;Texas;United States;Central Air Services;;Douglas DC-7B;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1980;12;;;Tanzania;Tanzania Aviation;Dodoma - Dar es Salaam;Piper PA-42 Cheyenne;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1980;12;14.0;;Colombia;Transportes Aereos del Caribe;Rio Hacha - Medellin;Aerospatiale Caravelle 6R;70.0;63.0;7.0;70.0;63.0;7.0;0.0
1980;12;23.0;;Qatar;Saudi Arabian Airlines;Dhahran - Karachi;Lockheed L-1011-200;291.0;271.0;20.0;2.0;2.0;0.0;0.0
1981;1;9.0;;;Military - U.S. Air Force;Ramstein AFB - Oslo, Norway;Lockheed C-130E Hercules;11.0;2.0;7.0;11.0;2.0;7.0;0.0
1981;1;11.0;Washington;United States;Cascade Airways;Moses Lake - Spokane;Beechcraft 99A;9.0;7.0;2.0;7.0;5.0;2.0;0.0
1981;2;18.0;;Russia;Military - Soviet Navy;Leningrad-Vladivostok;Tupolev TU-104A;52.0;46.0;6.0;52.0;46.0;6.0;0.0
1981;2;18.0;New York;United States;Private - Corporate;White Plains, NY - Toronto, Canada - White Plains, NY;Lockheed 1339;8.0;6.0;2.0;8.0;6.0;2.0;0.0
1981;2;11.0;California;United States;Helicopter - Air Taxi;San Pedro, CA - Avalon, CA;Sikorsky S-62A;8.0;7.0;1.0;2.0;2.0;0.0;0.0
1981;2;;;Brazil;VOTEC;Tucurui - Belem;Embraer 110P Bandeirante;14.0;12.0;2.0;11.0;9.0;2.0;0.0
1981;2;5.0;;;Military - U.S. Air Force;Training;Lockheed MC-130E-Y;24.0;15.0;9.0;23.0;15.0;8.0;0.0
1981;3;5.0;;;Military - French Naval Aviation;Moroni-Saint-Denis de la Réunion;Dassault-Breguet Atlantique;18.0;14.0;4.0;18.0;14.0;4.0;0.0
1981;3;;Alaska;United States;Military - U.S. Air Force;Eielson AFB-Shemya AFB;Boeing RC-135S;24.0;;;6.0;;;0.0
1981;3;;;Poland;LOT Polish Airlines;Varsovie-Slupsk;Antonov AN-24B;52.0;47.0;5.0;1.0;1.0;0.0;0.0
1981;4;;;Bolivia;Urcupina;;Douglas C-47A;7.0;4.0;3.0;7.0;4.0;3.0;0.0
1981;4;11.0;Ohio;United States;Freedom International;Cincinnati - Detroit;Learjet 23;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1981;4;16.0;Colorado;United States;Air US / Private;Denver, CO - Gillette, WY;Hadley Page 137Jetstream I / Cessna 206;19.0;15.0;4.0;15.0;12.0;3.0;0.0
1981;4;7.0;;Indonesia;Private - Airfast Indonesia;Singapour-Pekanbaru;Douglas C-47A-5-DK;17.0;13.0;4.0;15.0;11.0;4.0;0.0
1981;4;12.0;;Russia;Aeroflot;Batagay - 	Lazo;Antonov An-2TP;12.0;10.0;2.0;12.0;10.0;2.0;0.0
1981;5;10.0;Maryland;United States;Military - U.S. Air Force;Training;Boeing EC-135N;21.0;3.0;18.0;21.0;3.0;18.0;0.0
1981;5;10.0;;Argentina;Austral Lineas Aeras (Argentina);Tucuman - Buenos Aires;BAC One-Eleven 529FR;31.0;26.0;5.0;31.0;26.0;5.0;0.0
1981;5;;;Angola;TAAG Angola Airlines;;Lockheed L-100-20 Hercules;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1981;5;;;Mexico;Lineas Aereas;Puerto Escondido-Oaxaca;Convair CV-440-11;24.0;21.0;3.0;24.0;21.0;3.0;0.0
1981;5;15.0;;Ecuador;TAME;Quito-Macara;de Havilland Canada DHC-6 Twin Otter 300;18.0;15.0;3.0;18.0;15.0;3.0;0.0
1981;5;;;Egypt;Military - Egyptian Air Force;;Lockheed C-130H Hercules;17.0;11.0;6.0;17.0;11.0;6.0;0.0
1981;6;16.0;;Russia;Aeroflot;Ulan - Severomuysk;Ilyushin Il-14;48.0;44.0;4.0;48.0;44.0;4.0;0.0
1981;6;18.0;;;Dan Air Services;London - East Midlands;Hawker Siddeley HS-748;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1981;7;15.0;;Armenia;TAR;Tehran, Iran - Larnaca, Cyprus;Canadair CL-44D4-6;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1981;7;;;Somalia;Somali Airlines;Mogadishu- Hargeisa;Fokker F-27 Friendship 600RF;50.0;44.0;6.0;50.0;44.0;6.0;0.0
1981;7;;;Madagascar;Air Madagascar;Toamasina-Andapa;de Havilland Canada DHC-6 Twin Otter 300;19.0;17.0;2.0;19.0;17.0;2.0;0.0
1981;7;;;Colombia;Transamazonica;;Douglas C-53D-DO;9.0;5.0;4.0;5.0;5.0;0.0;0.0
1981;7;;;Mexico;Aeromexico;Monterey - Chihuahua;McDonnell Douglas DC-9-32;66.0;60.0;6.0;32.0;30.0;2.0;0.0
1981;8;10.0;;Taiwan;Far Eastern Air Transport;Taipei - Kaohsiung;Boeing B-737-222;110.0;104.0;6.0;110.0;104.0;6.0;0.0
1981;8;9.0;;Russia;Aeroflot / Military - Russian Air Force;Komsomol'sk-na-Amure - Blagoveshchensk;Antonov AN-24RV / Soviet Air Force TU-16;32.0;27.0;5.0;31.0;26.0;5.0;0.0
1981;8;15.0;;Colombia;Aeropesca Colombia;Florence - Neiva;Vickers Viscount 745D;50.0;44.0;6.0;50.0;44.0;6.0;0.0
1981;8;20.0;;Russia;Aeroflot;Chita - Zeya;Yakovlev YAK-40;34.0;29.0;5.0;3.0;1.0;2.0;0.0
1981;9;;;Colombia;Aereo el Venado;Paipa - Cartagena;Embraer 110P1 Bandeirante;22.0;19.0;3.0;21.0;18.0;3.0;0.0
1981;9;7.0;;;Aeroflot /Military - Russian;Irkutsk - Zeleznogorsk;Yakovlev YAK-40 / Mil Mi-8;40.0;29.0;11.0;40.0;29.0;11.0;0.0
1981;9;;Nevada;United States;Military - U.S. Air Force;Fort Lewis, WA - Indian springs, NV;Lockheed C-130H Hercules;70.0;61.0;9.0;7.0;7.0;0.0;0.0
1981;9;;;Turkey;Military - Turkish Air Force;;Northrop F-5A;0.0;0.0;0.0;0.0;0.0;0.0;40.0
1981;9;19.0;;Iran;Military - Iranian Air Force;Ahwaz - Tehran;Lockheed C-130H;80.0;75.0;5.0;60.0;75.0;5.0;20.0
1981;10;15.0;Wyoming;United States;Sky Train Air;Casper, WY - McAllen, TX;Learjet 24;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1981;10;17.0;;Netherlands;NLM (Nederlandse Luchtvaart Maatschappij);Rotterdam - Eindhoven - Hamburgh;Fokker F-28 Fellowship 4000;17.0;13.0;4.0;17.0;13.0;4.0;0.0
1981;10;;;Austria;Oefag Flugdienst;Salzbourg-Olbia;Cessna 404 Titan;9.0;;;9.0;;;0.0
1981;10;18.0;;;Aerolineas Argo;Saint Croix - Saint Thomas;Lockheed L-749A Constellation;5.0;2.0;3.0;5.0;2.0;3.0;0.0
1981;10;;;Cameroon;Cameroon Airlines;;de Havilland Canada DHC-6 Twin Otter 300;24.0;22.0;2.0;1.0;1.0;0.0;0.0
1981;11;;;Mexico;Aeromexico;Acapulco - Guadalajara;McDonnell Douglas DC-9-32;18.0;12.0;6.0;18.0;12.0;6.0;0.0
1981;11;19.0;;Russia;Aeroflot;Krasnoyarsk - Norilsk;Tupolev TU-154B-2;167.0;160.0;7.0;99.0;95.0;4.0;0.0
1981;11;;;Nepal;Royal Nepal Airlines;Biratnagar-Katmandou;Pilatus PC-6/B2-H2 Turbo-Porter;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1981;11;;;;Guyana Airways;Castries-Miami;Douglas DC-6A;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1981;12;8.0;;France;Inex Adria Aviopromet (Yugoslavia);Ljubljana - Ajaccio;McDonnell Douglas MD-81;180.0;173.0;7.0;180.0;173.0;7.0;0.0
1981;12;19.0;Hawaii;United States;Private - Parajump air show;Haliive, HI  - Honolulu, HI;Beech C-45H;12.0;11.0;1.0;11.0;10.0;1.0;0.0
1981;12;;;Brunei;Bristow Helicopters;;Aerospatiale Puma;12.0;;;12.0;;;0.0
1981;12;13.0;;Colombia;ACES Colombia;Medellin-Monteria-Covenas;de Havilland Canada DHC-6 Twin Otter 300;13.0;11.0;2.0;13.0;11.0;2.0;0.0
1982;1;;;;Aeroflot;Novorossiysk - Sukhumi;LET  410M Turbojet;18.0;16.0;2.0;18.0;16.0;2.0;0.0
1982;1;16.0;Washington;United States;Air Florida;Washington D.C. - Fort Lauderdale, FL;Boeing B-737-222;79.0;74.0;5.0;74.0;70.0;4.0;4.0
1982;1;;;Ethiopia;Military - Ethiopian Air Force;;Antonov AN-26;73.0;67.0;6.0;73.0;67.0;6.0;0.0
1982;1;19.0;Massachusetts;United States;World Airways;Newark - Boston;McDonnell Douglas DC-10-30CF;212.0;200.0;12.0;2.0;2.0;0.0;0.0
1982;1;;;Romania;Tarom;Training;Antonov An-24RV;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1982;2;7.0;;Djibouti;Military - French Air Force;Training;Nord 2501 Noratlas;35.0;30.0;5.0;35.0;30.0;5.0;0.0
1982;2;15.0;;;Military - Republic of South Korea Air Force;Seoul - Jeju;Fairchild C-123;53.0;47.0;6.0;53.0;47.0;6.0;0.0
1982;2;;;India;Military - Indian Air Force;Pathankot-Srinagar;Fairchild C-119G;23.0;18.0;5.0;23.0;18.0;5.0;0.0
1982;2;;;Philippines;Trans Air Services;Manila - Sicogon;Douglas DC-3 (C-47A-70-DL);32.0;29.0;3.0;3.0;1.0;2.0;0.0
1982;2;8.0;;Japan;Japan Air Lines;Fukuoka - Tokyo;McDonnell Douglas DC-8-61;174.0;166.0;8.0;24.0;24.0;0.0;0.0
1982;2;;;Colombia;LAC Columbia;;Douglas DC-6BF;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1982;2;15.0;Rhode Island;United States;Pilgrim Airlines;New York City - Bridgeport - New Haven - Groton - Boston;de Havilland DHC -6-100;12.0;10.0;2.0;1.0;1.0;0.0;0.0
1982;3;13.0;;Norway;Wideroe's Flyveselksap;Berlevag - Mehamn;de Havilland Canada DHC-6 Twin Otter 300;15.0;13.0;2.0;15.0;13.0;2.0;0.0
1982;3;21.0;Illinois;United States;Military - U.S. Air Force;Sawyer-Chicago;Boeing KC-135C;27.0;23.0;4.0;27.0;23.0;4.0;0.0
1982;3;10.0;Florida;United States;Private;nan;Beechcraft Bonanza F35;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1982;3;;;Indonesia;Garuda Indonesia Airlines;Bogota-Saravena;Fokker F-28 Fellowship 1000;27.0;23.0;4.0;27.0;23.0;4.0;0.0
1982;3;;;Colombia;Aeropesca Colombia;Villavicencio - Bogota;Vickers Viscount 745D;21.0;15.0;6.0;21.0;15.0;6.0;0.0
1982;4;17.0;Alaska;United States;Air Taxi - Tundra Copters;Banddanack - Fairbanks;Hughes 369D;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1982;4;14.0;;Turkey;Military - U.S. Air Force;Erzurum - Incirlik;Lockheed C-130H;27.0;19.0;8.0;27.0;19.0;8.0;0.0
1982;4;16.0;;China;CAAC;Guangzhou - Guilin;Hawker Siddeley Trident 2E;112.0;104.0;8.0;112.0;104.0;8.0;0.0
1982;4;;;;Okanagan Helicopters;;Sikorsky S-76;13.0;;;13.0;;;0.0
1982;5;;;Yemen;Alyemda;Mukalla - Aden;de Havilland Canada DHC-7-103;49.0;45.0;4.0;47.0;45.0;2.0;0.0
1982;5;;Arkansas;United States;Military - U.S. Air Force;Training;Lockheed C-130E Hercules;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1982;5;19.0;;;Military - Royal British Navy;;Westland Sea King HC-4 (helicopter);30.0;;;21.0;;;0.0
1982;5;;;Brazil;VASP;Sao Paulo - Brasilia;Boeing B-737-200;118.0;112.0;6.0;2.0;2.0;0.0;0.0
1982;5;;;Indonesia;Pelita Air Service;;Aerospatiale 330G Puma;10.0;;;10.0;;;0.0
1982;6;14.0;;;Military - Republic of South Korea Air Force;Training;Fairchild C-123;53.0;49.0;4.0;53.0;49.0;4.0;0.0
1982;6;2.0;;Brazil;VASP;Rio de Janerio - Fortaleza;Boeing B-727-212A;137.0;128.0;9.0;137.0;128.0;9.0;0.0
1982;6;;;Brazil;TABA;Eirunepe - Tabatinga;Fairchild-Hiller FH-227B-LCD;44.0;40.0;4.0;44.0;40.0;4.0;0.0
1982;6;4.0;;India;Air India;Kuala Lumpur - Mumbai;Boeing B-707-437;111.0;99.0;12.0;17.0;15.0;2.0;0.0
1982;6;20.0;;Indonesia;British Airways;Kuala Lampur - Perth;Boeing B-747;257.0;247.0;10.0;0.0;0.0;0.0;0.0
1982;6;10.0;;;Aeroflot;Leningrad - Kiev;Yakovlev YAK-42;132.0;124.0;8.0;132.0;124.0;8.0;0.0
1982;7;;;Gabon;Air Affaires Gabon;Booué-Ndjolé-Libreville;Cessna 404 Titan;12.0;;;12.0;;;0.0
1982;7;0.0;;Russia;Aeroflot;Moscow - 	Dakar;Ilyushin IL-62M;90.0;80.0;10.0;90.0;80.0;10.0;0.0
1982;7;16.0;Louisiana;United States;Pan American World Airways;New Orleans - Las Vegas;Boeing B-727-235;145.0;138.0;7.0;145.0;138.0;7.0;8.0
