year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1948;8;8.0;;New Zealand;New Zealand National Airways;Blenheim - Paraparaumu;Douglas C-47B;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1948;8;;;Venezuela;Avensa;Maiquetía - Las Piedras - Maracaibo;Douglas C-47A;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1948;8;17.0;Minnesota;United States;Northwest Orient Airlines;Chicago - Minneapolis;Martin 202;37.0;33.0;4.0;37.0;33.0;4.0;0.0
1948;8;;;;Sabena;Manono - Elizabethville;Douglas DC-3 (Douglas C-47A-10-DK);13.0;10.0;3.0;13.0;10.0;3.0;0.0
1948;9;20.0;;Australia;Australian National Airways;Brisbane - Sidney;Douglas DC-3;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1948;9;12.0;;Kazakhstan;Aeroflot;Alma Ata - Balkhash - Karaganda - Moscow;Lisunov LI-2;15.0;11.0;4.0;15.0;11.0;4.0;0.0
1948;10;10.0;;Norway;Norwegian Airlines;Fornebu - Hommelvik;Short Sandringham 6 (flying boat);45.0;38.0;7.0;19.0;16.0;3.0;0.0
1948;10;13.0;;Azerbaijan;Aeroflot;Tashkent - Baku - Tbilisi - Sochi;Ilyushin Il12;10.0;4.0;6.0;10.0;4.0;6.0;0.0
1948;10;0.0;;;KLM Royal Dutch Airlines;Amsterdam - Prestwick - New York City;Lockheed 049-46-25 Constellation;40.0;30.0;10.0;40.0;30.0;10.0;0.0
1948;10;14.0;;New Zealand;New Zealand National Airways;Palmerston - Hamilton;Lockheed 10A Electra;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1948;10;14.0;;;Aerflot;Krasnodar - Karachayevsk - Sukhumi - Tbilisi;Lisunov Li-2;18.0;14.0;4.0;18.0;14.0;4.0;0.0
1948;10;16.0;;Canada;Northwest Orient Airlines;Minneapolis - Edmonton - Anchorage - Tokyo;Douglas C-54A;5.0;0.0;5.0;2.0;0.0;2.0;0.0
1948;11;10.0;;;Military - U.S. Air Force;RAF Scrampton - Burtonwood AFB;Boeing B-29A Superfortress;13.0;0.0;13.0;13.0;0.0;13.0;0.0
1948;11;4.0;Alaska;United States;Pacific Alaska Air Freight;Anchorage - Homer - Yakutat - Annette Island - Seattle;Douglas DC-3;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1948;11;7.0;;Australia;Australian National Airways;Melbourne - Denilquin;Douglas DC-3;23.0;19.0;4.0;3.0;0.0;3.0;0.0
1948;11;18.0;;;Mannin Airways;Isle of Man - Dublin, Ireland;de Havilland DH-89A Dragon Rapide;8.0;6.0;2.0;7.0;5.0;2.0;0.0
1948;11;;;Russia;Aeroflot;Zyryanka - Srednekymsk;Lisunov Li-2;26.0;21.0;5.0;23.0;18.0;5.0;
1948;11;11.0;;Pakistan;Pakistan Airways;Karachi - Lohore;Douglas DC-3;21.0;16.0;5.0;21.0;16.0;5.0;0.0
1948;12;;;China;Central Air Transport;Chengdu - Shanghai;Curtiss C-46;40.0;37.0;3.0;9.0;7.0;2.0;0.0
1948;12;10.0;;Italy;"Avio Linee ItalianeAvio Linee Italiane";Milan - Brussels;Douglas C-47;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1948;12;;;Taiwan;China National Aviation Corporation;Shanghai - Taipei;Douglas DC-3;10.0;8.0;2.0;2.0;0.0;2.0;0.0
1948;12;6.0;;Colombia;LANSA;Bogota - Barranquilla;Douglas C-47;30.0;27.0;3.0;30.0;27.0;3.0;0.0
1948;12;16.0;;Greece;Ceskoslovenske Aerolinie;Rome - Athens;Douglas DC-3;24.0;19.0;5.0;24.0;19.0;5.0;0.0
1948;12;14.0;;Hong Kong;China National Aviation Corporation;Shanghai - Hong Konk;Douglas C-54B-5-DO;33.0;29.0;4.0;33.0;29.0;4.0;0.0
1948;12;9.0;;Spain;Iberia Airlines;Madrid - Barcelona;Douglas DC-3 (C-47-DL);27.0;24.0;3.0;27.0;24.0;3.0;0.0
1948;12;4.0;;;Airborne Transport;San Juan - Miami;Douglas DC-3DST;32.0;29.0;3.0;32.0;29.0;3.0;0.0
1948;12;17.0;;Italy;Pan African Air Charter;Athens - Rome - Nice;Douglas DC-3;13.0;8.0;5.0;13.0;8.0;5.0;0.0
1949;1;22.0;Washington;United States;Seattle Air Charter;Seattle - New Haven;Douglas DC-3 (C-47A-DL);30.0;27.0;3.0;14.0;11.0;3.0;0.0
1949;1;;;Brazil;British South American Airways;;Avro 685 York 1;17.0;11.0;6.0;3.0;3.0;0.0;0.0
1949;1;7.0;Maryland;United States;Coastal Cargo;Raleigh, NC - Boston, MA;Douglas C-47A;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1949;1;;;Brazil;Viacao Aerea Gaucha S.A.;Porto Alegre - Sao Borja;Lockheed 18 Lodestar;12.0;8.0;4.0;12.0;8.0;4.0;0.0
1949;1;;;Egypt;Pan African Air Charter;;Douglas C-54 Skymaster;30.0;;;30.0;;;0.0
1949;1;;;India;Dalmia Jain Airways;;Douglas DC-3;13.0;4.0;9.0;13.0;4.0;9.0;0.0
1949;1;;;;British South American Airways;Bermuda - Kingston;Avro 688 Tudor 4B;20.0;13.0;7.0;20.0;13.0;7.0;0.0
1949;1;9.0;;;Military - U.S. Air Force;RAF Scampton - Keflavik - Kansas;Boeing B-29A Superfortress;20.0;16.0;4.0;20.0;16.0;4.0;0.0
1949;1;20.0;Alaska;United States;Alaska Airlines;Homer - Anchorage;Douglas DC-3C;6.0;3.0;3.0;5.0;3.0;2.0;0.0
1949;1;16.0;New York;United States;Pan American World Airways;;Lockheed L-749 / Cessna 140;35.0;23.0;12.0;2.0;1.0;1.0;0.0
1949;2;16.0;;;Saint Lawrence Airways;Trinity - Rimouski;Avro Anson;10.0;;;6.0;;;0.0
1949;2;;;Libya;Skyways of London;Khartoum - Castel Benito;Douglas C-54A-1-DO Skymaster;53.0;44.0;9.0;1.0;0.0;1.0;0.0
1949;2;;;Colombia;AVIANCA;;Consolidated PBY-5A Catalina;14.0;10.0;4.0;3.0;1.0;2.0;0.0
1949;2;19.0;;Denmark;Scandinavian Airlines (SAS);Paris - Copenhagen;Vickers 628 Viking 1B;27.0;23.0;4.0;27.0;23.0;4.0;0.0
1949;2;;;Peru;Faucett;Tingo Maria - Huanuco;Douglas DC-3;16.0;13.0;3.0;16.0;13.0;3.0;0.0
1949;2;9.0;;;British European Airways / Military - British;London - Glasgow;Douglas DC-3 / Avro Anson;14.0;6.0;8.0;14.0;6.0;8.0;0.0
1949;2;8.0;;Peru;TAM (Peru);Cuzco - Lima;Douglas C-47;26.0;22.0;4.0;22.0;20.0;2.0;0.0
1949;2;11.0;;Hong Kong;Cathay Pacific Airways;Manila, Philippines - Hong Kong;Douglas DC-3;23.0;19.0;4.0;23.0;19.0;4.0;0.0
1949;3;9.0;;Australia;Queensland Airlines;Coolangatta - Brisbane;Lockheed 18 Lodestar;22.0;19.0;3.0;22.0;19.0;3.0;0.0
1949;3;;;Germany;Skyways;;Avro 685 York I;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1949;3;9.0;;New Zealand;New Zealand National Airways;Auckland - Wellington;Lockheed 18 Lodestar;15.0;13.0;2.0;15.0;13.0;2.0;0.0
1949;4;12.0;;Russia;Aeroflot;Yakutsk - Kirensk;Lisunov Li-2;24.0;18.0;6.0;14.0;11.0;3.0;0.0
1949;5;17.0;;Italy;Avio Linee Italiane;Barcelona - Torino;FIAT G-212CP;31.0;27.0;4.0;31.0;27.0;4.0;0.0
1949;5;12.0;;;Bristop Aeroplane Company;Test Flight;Bristol 170 Freighter 31 Mark II;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1949;5;16.0;;;Philippine Air Lines;Daet - Manila;Douglas DC-3;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1949;5;14.0;;Russia;Aeroflot;Novosibirsk - Moscow;Ilyushin IL-12;25.0;20.0;5.0;25.0;20.0;5.0;0.0
1949;6;19.0;;Greece;Tech - Aeronautical Explotiation;Kavallo - Athens;Douglas DC-3;22.0;18.0;4.0;22.0;18.0;4.0;0.0
1949;6;14.0;;Brazil;Military - Brazilian Air Force;Florianpolis - Porto Alegre;Douglas C-47B;27.0;21.0;6.0;27.0;21.0;6.0;0.0
1949;6;0.0;;;Strato Freight;San Juan - Miami;Curtiss C-46D-5-CU;81.0;75.0;6.0;53.0;52.0;1.0;0.0
1949;6;10.0;;Italy;KLM Royal Dutch Airlines;Batavia - Amsterdam;Lockheed 749-79-33 Constellation;33.0;23.0;10.0;33.0;23.0;10.0;0.0
1949;7;2.0;;Australia;Mac Roberston-Miller Airlines;Guildford - Darwin;Douglas C-47A-20-DL;18.0;14.0;4.0;18.0;14.0;4.0;0.0
1949;7;7.0;California;United States;Standard Airlines;Albuquerque - Burbank;Curtiss C-46E-1-CS;48.0;44.0;4.0;35.0;32.0;3.0;0.0
1949;7;;;India;KLM Royal Dutch Airlines;Delhi - Bombay;Lockheed L-749-79-33 Constellation;45.0;34.0;11.0;45.0;34.0;11.0;0.0
1949;7;;;India;Indian Air Force;Training;Hawker Hunter;0.0;1.0;1.0;0.0;1.0;1.0;14.0
1949;7;21.0;Washington;United States;Air Transport Associates;Seattle - Chicago;Curtiss C-46F-1-CU;32.0;28.0;4.0;2.0;2.0;0.0;4.0
1949;7;11.0;;Russia;Aeroflot;Krasnoyarsk - Irkutsk;Ilyushin IL-12;14.0;8.0;6.0;13.0;8.0;5.0;0.0
1949;7;10.0;New Jersey;United States;Eastern Air Lines / Military - USN;New York City - Wilmington;Douglas DC-3 -201D/ F-6-F- 5 Hellcat;16.0;12.0;4.0;16.0;12.0;4.0;0.0
1949;8;;;Brazil;Varig;Sao Paulo - Porto Alegre;Curtiss C-46D-10-CU;36.0;30.0;6.0;5.0;4.0;1.0;0.0
1949;8;;;Brazil;Lineas Aéreas Brasil;;Douglas DC-3;30.0;;;5.0;;;0.0
1949;8;;;Ecuador;Shell Co of Ecuador;Mers Nueva - Ambato;Bristol 170 Freighter 21;34.0;31.0;3.0;34.0;31.0;3.0;0.0
1949;8;;;Oman;Military - Royal Air Force;;Douglas C-47B;12.0;;;12.0;;;0.0
1949;8;13.0;;Colombia;SAETA;Bogota - Ibague;Douglas C-47;32.0;29.0;3.0;32.0;29.0;3.0;0.0
1949;8;3.0;;Ireland;Transocean Air Lines;Rome - Shannon;Douglas DC-3 (C-54A-DO);58.0;49.0;9.0;8.0;7.0;1.0;0.0
1949;8;13.0;;;British European Airways;Belfast - Manchester;Douglas DC-3;32.0;29.0;3.0;24.0;21.0;3.0;0.0
1949;8;23.0;;;Military - Royal Canadian Air Force;Churchhill - Winnipeg;Consolidated Canso (amphibian);21.0;14.0;7.0;21.0;14.0;7.0;0.0
1949;8;8.0;;Zaire;Sabena;Leopoldville - Elizabethville;Douglas C-47B-5-DK;20.0;17.0;3.0;5.0;3.0;2.0;0.0
1949;9;10.0;;Canada;Canadian Pacific Air Lines;Montreal - Comeau Bay;Douglas DC-3;23.0;19.0;4.0;23.0;19.0;4.0;0.0
1949;9;13.0;;Mexico;Mexicana;Tapacula - Mexico City;Douglas DC-3;24.0;21.0;3.0;24.0;21.0;3.0;0.0
1949;9;;;Argentina;Flota Aérea Mercante Argentina;;Douglas C-54A-1-DO;27.0;20.0;7.0;5.0;2.0;3.0;0.0
1949;10;;Wyoming;United States;Slick Airways;Las Vegas - Denver;Curtiss C-46E-1-CS;4.0;2.0;2.0;4.0;2.0;2.0;0.0
1949;10;;;;Air France;Paris - Santa Maria - New York City;Lockheed 749-79-33 Constellation;48.0;37.0;11.0;48.0;37.0;11.0;0.0
1949;11;;Virginia;United States;Eastern Air Lines / Military - Bolivian Air Force;Boston - Washington D.C. - New Orleans;Douglas C-54B / P-38;55.0;51.0;4.0;55.0;51.0;4.0;0.0
1949;11;21.0;Ohio;United States;Harrington's Inc;Philadelphia - Cleveland;Douglas DC-3;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1949;11;;;India;Royal Indian Air Force;;Tempest;2.0;0.0;2.0;1.0;0.0;1.0;14.0
1949;11;16.0;;Norway;Aero Holland;Brussels - Oslo;Douglas C-47A;35.0;31.0;4.0;34.0;30.0;4.0;0.0
1949;11;12.0;;Colombia;LANSA;Bucaramanga - Cucuta;Douglas DC-3;12.0;9.0;3.0;12.0;9.0;3.0;0.0
1949;11;5.0;Texas;United States;American Airlines;New York City - Mexico City;Douglas DC-6;46.0;41.0;5.0;28.0;26.0;2.0;0.0
1949;11;16.0;;France;Air France;Paris - Lyons - Tunis;Douglas DC-4;38.0;33.0;5.0;5.0;1.0;4.0;0.0
1949;12;19.0;;Brazil;REAL;Sao Palo, Brazil - Jacarezinho, Panama;Douglas DC-3 (C-47-DL);22.0;18.0;4.0;20.0;16.0;4.0;0.0
1949;12;17.0;California;United States;Arrow Airlines;Burbank - Oakland - Sacramento;Douglas DC-3;9.0;6.0;3.0;9.0;6.0;3.0;0.0
1949;12;;;China;Civil Air Transport;;Curtiss C-46D-CU;38.0;36.0;2.0;38.0;36.0;2.0;0.0
1949;12;;;China;Civil Air Transport;Chengdu - Hoikow;Curtiss C-46D-CU;40.0;;;17.0;;;0.0
1949;12;20.0;Washington;United States;Capital Airlines;New Port News - Washington D.C.;Douglas DC-3-313A;23.0;20.0;3.0;6.0;4.0;2.0;0.0
1949;12;21.0;;Pakistan;Pakair;;Douglas DC-3;26.0;22.0;4.0;26.0;22.0;4.0;0.0
1949;12;6.0;;Mexico;Mexicana;Mexico City - Merida;Douglas DC-3;17.0;13.0;4.0;17.0;13.0;4.0;0.0
1949;12;20.0;;France;Sabena;;Douglas C-47A-60-DL;8.0;4.0;4.0;8.0;4.0;4.0;0.0
1949;12;;;Pakistan;Bharat Airways;Agartala - Calcutta;Douglas C-54A-DO;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1950;1;;;Russia;Military - Soviet Air Force;;Lisunov Li-2;19.0;;;19.0;;;0.0
1950;1;;;Spain;Ejercito del Aire;Murcia-San Javier - Albacete;Casa 352;16.0;13.0;3.0;16.0;13.0;3.0;0.0
1950;1;12.0;;Bolivia;Military - Bolivian Air Force;Valle grande - Cochabamba;Douglas C-47;32.0;28.0;4.0;32.0;28.0;4.0;1.0
1950;1;;;Madagascar;Societe Transatlantique Aerienne;Antananarivo - Tamatave;Douglas C-47A-50-DL;14.0;11.0;3.0;14.0;11.0;3.0;0.0
1950;1;;;Philippines;Philippine Air Lines;Iloilo - Manila;Douglas DC-3;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1950;1;14.0;;;Military - U.S. Air Force;Elmendorf - Great Falls;Douglas C-54D-DC (DC-4);44.0;36.0;8.0;44.0;36.0;8.0;0.0
1950;2;4.0;;;KLM Royal Dutch Airlines;Amsterdam - London;Douglas DC-3;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1950;2;7.0;;;Ceskoslovenske Aerolinie;Ostrava - Prague;Douglas C-47A-15-DK;30.0;27.0;3.0;5.0;2.0;3.0;0.0
1950;3;20.0;Minnesota;United States;Northwest Orient Airlines;Rochester Minn. - Minneapolis;Martin 202;13.0;10.0;3.0;13.0;10.0;3.0;2.0
1950;3;;;Vietnam;Societe Indochinoise de Transport Aeriens;Hue - Tourane;Bristol 170 Freighter 21;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1950;3;14.0;;;Fairflight Ltd.;Llandow - Dublin;Avro 689 Tudor 5;83.0;78.0;5.0;80.0;75.0;5.0;0.0
1950;3;;;Turkey;Devlet Hava Yollairi;Istanbul - Ankara;Douglas DC-3;15.0;11.0;4.0;15.0;11.0;4.0;0.0
1950;3;17.0;;France;SEMAF;Test flight;Latecoere 631 (sea plane);12.0;0.0;12.0;12.0;0.0;12.0;0.0
1950;4;3.0;;India;Deccan Airways;;Douglas C-47A;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1950;4;;;;British European Airways;London - Paris;Vickers 610 Viking 1B;32.0;28.0;4.0;0.0;0.0;0.0;0.0
1950;4;17.0;;Colombia;Lineas Aéreas Nacionales;Medellín - Barranquilla;Douglas C-47 (DC-3);4.0;0.0;2.0;2.0;0.0;2.0;0.0
1950;4;23.0;;Japan;Military - U.S. Air Force;Clark - Kadena - Tachikawa;Douglas C-54D;35.0;27.0;8.0;35.0;27.0;8.0;0.0
1950;5;;;Ecuador;AVIANCA;Bogota - Quito - Guayaquil;Douglas C-47DL;15.0;12.0;3.0;15.0;12.0;3.0;0.0
1950;5;20.0;;;Military - U.S. Air Force;Barksdale - Lajes;Boeing B-29;16.0;5.0;11.0;16.0;5.0;11.0;0.0
1950;5;10.0;South Carolina;United States;Military - U.S. Air Force;;Curtiss C-46D;39.0;35.0;4.0;39.0;35.0;4.0;0.0
1950;5;;;Colombia;LANSA;Popayan - Ipiales;Douglas C-47;27.0;24.0;3.0;26.0;23.0;3.0;0.0
1950;5;17.0;New Jersey;United States;Regina Cargo Airlines;Teterboro - Fort Wayne - Detroit;Curtiss C-46F-1-CU;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1950;5;;;Brazil;Aerovias Brasil;Victoria - Salvador;Douglas DC-3;15.0;11.0;4.0;13.0;9.0;4.0;0.0
1950;6;22.0;;;Westair Transport;San Juan - Wilmington NC;Curtiss C-46-F-1-CU;65.0;62.0;3.0;28.0;28.0;0.0;0.0
1950;6;19.0;;Colombia;New Tribes Mission;Kingston, Jamacia - Maracaibo, Venezuela;Douglas DC-3-178;15.0;12.0;3.0;15.0;12.0;3.0;0.0
1950;6;1.0;;;Air France;Saigon - Paris;Douglas DC-4-1009;52.0;44.0;8.0;46.0;40.0;6.0;0.0
1950;6;1.0;;Bahrain;Air France;Saigon - Karachi - Bahrain - Paris;Douglas DC-4;53.0;45.0;8.0;40.0;37.0;3.0;0.0
1950;6;1.0;;Bahrain;Air France;Saigon - Karachi - Bahrain - Paris;Douglas DC-4;53.0;45.0;8.0;40.0;37.0;3.0;
1950;6;23.0;Michigan;United States;Northwest Orient Airlines;New York City - Minneapolis - Spokan -Seattle;Douglas DC-4;58.0;55.0;3.0;58.0;55.0;3.0;0.0
1950;6;23.0;;Australia;Ansett ANA;Perth  Adelaide  Melbourne e;Douglas DC-4-1009;29.0;24.0;5.0;29.0;24.0;5.0;0.0
1950;7;;;;Military - U.S. Air Force;;Douglas C-54G;23.0;18.0;5.0;23.0;18.0;5.0;0.0
1950;7;1.0;;Morocco;Aigle Azur;Paris - Bordeaux - Casablanca - Dakar;Douglas DC-3;29.0;25.0;4.0;22.0;18.0;4.0;0.0
1950;7;;;India;Indian National Airlines;Delhi - Sringagar;Douglas DC-3;22.0;18.0;4.0;22.0;18.0;4.0;0.0
1950;7;;;Angola;DTA Angola Airlines;Nova Lisboa - Lobito;Douglas DC-3;9.0;6.0;3.0;9.0;6.0;3.0;0.0
1950;7;10.0;North Carolina;United States;Military - U.S. Air Force;Myrtle Beach - Nashville;Curtiss C-46 Commando;39.0;35.0;4.0;39.0;35.0;4.0;0.0
1950;7;4.0;;Japan;Military - U.S. Air Force;Tokyo - Kagoshima - Okinawa;Douglas C-47D;26.0;23.0;3.0;25.0;22.0;3.0;0.0
1950;7;19.0;;Brazil;Panair do Brasil;Rio de Janeiro - Porte Algegre;Lockheed 049 Constellation;50.0;43.0;7.0;50.0;43.0;7.0;0.0
1950;7;3.0;;Algeria;Cie Air Transport;Algiers - Aoulef - Bidon V - Gao;Bristol 170 Freighter 21;26.0;22.0;4.0;26.0;22.0;4.0;0.0
1950;7;13.0;;Brazil;"SAVG (S.A. Viacao Gaucha, )SAVG";Porto Alegre - Sao Borja;Lockheed 18 LodeStar;12.0;10.0;2.0;12.0;10.0;2.0;0.0
1950;7;5.0;;Russia;Aeroflot;Alma-Ata - Karaganda - Moscow;Ilyushin IL-12;25.0;19.0;6.0;25.0;19.0;6.0;0.0
1950;8;22.0;California;United States;Military - U.S. Air Force;;Boeing B-29MR;20.0;0.0;20.0;12.0;0.0;12.0;7.0
1950;8;2.0;Colorado;United States;American Airlines;Los Angeles - Chicago;Douglas DC-6;59.0;54.0;5.0;1.0;1.0;0.0;0.0
1950;8;;;Malaysia;Military - Royal Air Force;Changi, Singapore - Kota Baru;Douglas C-47B;12.0;7.0;5.0;12.0;7.0;5.0;0.0
1950;8;2.0;;Egypt;Trans World Airlines;Cairo - Rome;Lockheed 749A Constellation;55.0;48.0;7.0;55.0;48.0;7.0;0.0
1950;9;14.0;New York;United States;Robinson Airlines;Ithaca - Syracuse - Utica - Newark;Douglas DC-3;23.0;20.0;3.0;16.0;13.0;3.0;0.0
1950;9;;;Iran;Iran Air;;Douglas DC-3;8.0;5.0;3.0;8.0;5.0;3.0;0.0
1950;9;5.0;;Marshall Islands;Military - U.S. Navy;Kwajzalein - Tokyo;Douglas R5D-3;26.0;19.0;7.0;26.0;19.0;7.0;0.0
1950;9;;;;JAT Yugoslav Airlines;Belgrade - Zagreb;Douglas DC-3;11.0;7.0;4.0;10.0;6.0;4.0;0.0
1950;9;14.0;;Sweden;Svenska Aero;Karlstad - Stockholm;Avro Ninteen I;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1950;9;4.0;;Japan;Military - U.S. Air Force;Ashiya AB - Kimpo AB;Douglas C-54D-DC (DC-4);51.0;43.0;8.0;23.0;18.0;5.0;0.0
1950;10;7.0;;Morocco;Air Atlas;Casablanca - Algiers - Perpignan;Douglas DC-3;7.0;4.0;3.0;4.0;1.0;3.0;0.0
1950;10;10.0;;;Northwest Orient Airlines;Training;Martin 202;6.0;3.0;3.0;6.0;3.0;3.0;0.0
1950;10;15.0;;;British European Airways;London - Glasgow;Douglas C-47A;29.0;24.0;5.0;28.0;24.0;4.0;0.0
1950;10;19.0;;;British European Airways;Paris - London;Vickers 610 Viking-1B;30.0;26.0;4.0;28.0;24.0;4.0;0.0
1950;11;9.0;;France;Air India;Bombay - Cairo - Geneva - London;Lockheed 749 Constellation;48.0;40.0;8.0;48.0;40.0;8.0;0.0
1950;11;8.0;Montana;United States;Northwest Orient Airlines;Helena - Butte;Martin 202;21.0;17.0;4.0;21.0;17.0;4.0;0.0
1950;11;18.0;;France;Curtiss-Reid Flying Services Ltd. (Canada);Rome - Paris;Douglas C-54B-1-DC;58.0;51.0;7.0;58.0;51.0;7.0;0.0
1950;11;;;Indonesia;Garuda Indonesia Airlines;;Douglas DC-3;23.0;20.0;3.0;2.0;0.0;2.0;0.0
1950;11;17.0;Wyoming;United States;New Tribes Mission;Chico, CA - Billings, WY;Douglas DC-3;21.0;18.0;3.0;21.0;18.0;3.0;0.0
1950;11;;;Peru;Faucett;Maldorado - Quincemil;Douglas DC-3;9.0;5.0;4.0;9.0;5.0;4.0;0.0
1950;11;;;Bhutan;Indamer;;Douglas C-47A;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1950;12;;;Iran;Iran Air;Tehran - Qom;Douglas DC-3;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1950;12;19.0;;;T.A. Intercontinentaux;Paris - Bangui - Dar es-Salaam;Douglas C-54A;56.0;50.0;6.0;46.0;43.0;3.0;0.0
1950;12;;;France;Air Atlas;Casablanca - Perpignan;Douglas DC-3;7.0;4.0;3.0;5.0;2.0;3.0;0.0
1950;12;;;India;Air India;Bombay - Coimbatore;Douglas DC-3;21.0;17.0;4.0;21.0;17.0;4.0;0.0
1950;12;13.0;;Brazil;VASP;Ribeirao Preto - Sao Paulo;Douglas DC-3;31.0;25.0;6.0;0.0;0.0;0.0;3.0
1950;12;9.0;;Brazil;VASP;Ribeirao Preto - Sao Paulo;Douglas DC-3;20.0;16.0;4.0;1.0;1.0;0.0;1.0
1950;12;13.0;;Venezuela;Avensa;Merida - Caracas;Douglas C-47-DL;31.0;28.0;3.0;31.0;28.0;3.0;0.0
1950;12;7.0;;Philippines;Military - U.S. Air Force;Naha AB - Clark AB;Douglas C54E-DO (DC-4);38.0;31.0;7.0;38.0;31.0;7.0;0.0
1950;12;13.0;;Canada;Canadian Pacific Air Lines;Vancouver - Penticton;Douglas DC-3;18.0;15.0;3.0;2.0;0.0;2.0;0.0
1950;12;22.0;;Argentina;Aerolineas Argentinas;Mar del Plata - Buenos;Douglas DC-3;18.0;13.0;5.0;17.0;12.0;5.0;0.0
1951;1;14.0;;South Africa;United Airways;Margate - Ladysmith - Johannesburg;de Havilland Dove 1;12.0;10.0;2.0;12.0;10.0;2.0;0.0
1951;1;;;Thailand;Air Carriers;Butterworth - Kota Bharu;Douglas DC-3;10.0;7.0;3.0;10.0;7.0;3.0;0.0
1951;1;14.0;Pennsylvania;United States;National Airlines;Newark - Philadelphia;Douglas DC-4-1009;28.0;25.0;3.0;7.0;6.0;1.0;0.0
1951;1;12.0;Washington;United States;Northwest Orient Airlines;Minneapolis - Seattle;Martin 202;10.0;7.0;3.0;10.0;7.0;3.0;0.0
1951;1;14.0;;Italy;Alitalia;Paris - Rome;Savoia Marchetti SM-95;17.0;12.0;5.0;14.0;10.0;4.0;0.0
1951;1;;;Peru;Military - TAM;;Douglas DC-3;;;;16.0;;;
1951;1;8.0;;Taiwan;Military -Royal Air Force;Hong Kong - Iwakuni;Short Sunderland 9 (flying boat);14.0;7.0;7.0;14.0;7.0;7.0;0.0
1951;1;16.0;;Iceland;Icelandair;Vestmannaeyar Island - Reykjavík;Douglas DC-3;20.0;17.0;3.0;20.0;17.0;3.0;0.0
1951;2;;;Portugal;Military - Portuguese Air Force;;Douglas C-54;14.0;;;14.0;;;0.0
1951;2;14.0;;;Air France;Douala - Niamey;Douglas DC-4;29.0;23.0;6.0;29.0;23.0;6.0;0.0
1951;2;;;Colombia;Lineas Aéreas Nacionales;Medellín - Barranquilla;Curtiss C-46A;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1951;3;9.0;Iowa;United States;Mid Continent Airlines;Kansas City, MO - Omaha, NB - Sioux City, Iowa;Douglas DC-3;25.0;21.0;4.0;16.0;13.0;3.0;0.0
1951;3;;;Hong Kong;Pacific Overseas Airways;Hong Kong - Bangkok;Douglas DC-4;24.0;20.0;4.0;24.0;20.0;4.0;0.0
1951;3;17.0;;Colombia;LANSA;San Marcos - Cartagena;Douglas C-47;29.0;26.0;3.0;29.0;26.0;3.0;0.0
1951;3;17.0;;Brazil;Cruzeiro;Rio de Janeiro - São Paulo - Curitiba - Florianópolis;Douglas DC-3;14.0;10.0;4.0;3.0;3.0;0.0;0.0
1951;3;0.0;;;Military - U.S. Air Force;Loring AFB - Lakeheath AFB;Douglas C-124A Globemaster;53.0;48.0;5.0;53.0;48.0;5.0;0.0
1951;3;4.0;;Russia;Aeroflot;Irkutsk - Chita - Yakutsk;Lisunov LI-2;13.0;9.0;4.0;12.0;8.0;4.0;0.0
1951;3;;;Argentina;Aerolineas Argentinas;Ushuaia - Río Grande - Buenos Aires;Douglas DC-3;24.0;20.0;4.0;11.0;8.0;3.0;2.0
1951;3;;;;Air Transport Charter;Manchester - Belfast;Douglas C-47A-75-DL Dakota 3;3.0;0.0;3.0;2.0;0.0;2.0;0.0
1951;4;;;Colombia;AVIANCA;;Douglas DC-3;26.0;24.0;2.0;26.0;24.0;2.0;0.0
1951;4;20.0;California;United States;Southwest Airways;Santa Maria - Santa Barbara - Oxnard - Los Angeles;Douglas DC-3;22.0;19.0;3.0;22.0;19.0;3.0;0.0
1951;4;11.0;West Virginia;United States;Military - U.S. Air Force;Godman AFB - Charleston, WV;Douglas C-47B-DK;21.0;18.0;3.0;21.0;18.0;3.0;0.0
1951;4;;;Hong Kong;Siamese Airways;Bangkok - Hong Kong;Douglas DC-3;16.0;11.0;5.0;16.0;11.0;5.0;0.0
